"idgames","critic_score","global_sales"
4974,75.0,0.24
5003,75.0,0.24
5065,75.0,0.23
5069,75.0,0.23
5115,75.0,0.23
5160,75.0,0.22
5240,75.0,0.22
5314,75.0,0.21
5396,75.0,0.2
5426,75.0,0.2
5457,75.0,0.2
5472,75.0,0.2
5478,75.0,0.2
5487,75.0,0.2
5530,75.0,0.19
5599,75.0,0.19
5745,75.0,0.18
5752,75.0,0.18
5775,75.0,0.18
5793,75.0,0.18
5830,75.0,0.18
5858,75.0,0.17
5925,75.0,0.17
6029,75.0,0.16
6063,75.0,0.16
6075,75.0,0.16
6100,75.0,0.16
6183,75.0,0.15
6194,75.0,0.15
6228,75.0,0.15
6239,75.0,0.15
6244,75.0,0.15
6245,75.0,0.15
6309,75.0,0.15
6378,75.0,0.14
6491,75.0,0.14
6509,75.0,0.14
6536,75.0,0.14
6610,75.0,0.13
6627,75.0,0.13
6747,75.0,0.13
6758,75.0,0.13
6767,75.0,0.12
6837,75.0,0.12
6927,75.0,0.12
6932,75.0,0.12
6958,75.0,0.12
7042,75.0,0.11
7046,75.0,0.11
7061,75.0,0.11
7079,75.0,0.11
7087,75.0,0.11
7101,75.0,0.11
7206,75.0,0.11
7245,75.0,0.11
7246,75.0,0.11
7258,75.0,0.1
7341,75.0,0.1
7386,75.0,0.1
7388,75.0,0.1
7414,75.0,0.1
7416,75.0,0.1
7581,75.0,0.09
7689,75.0,0.09
7701,75.0,0.09
7734,75.0,0.09
7749,75.0,0.09
7791,75.0,0.08
7854,75.0,0.08
7986,75.0,0.08
8009,75.0,0.08
8018,75.0,0.08
8040,75.0,0.08
8046,75.0,0.08
8070,75.0,0.07
8090,75.0,0.07
8099,75.0,0.07
8125,75.0,0.07
8172,75.0,0.07
8205,75.0,0.07
8226,75.0,0.07
8246,75.0,0.07
8324,75.0,0.07
8461,75.0,0.06
8652,75.0,0.05
8695,75.0,0.05
8729,75.0,0.05
8789,75.0,0.05
8828,75.0,0.05
8880,75.0,0.05
8906,75.0,0.05
8966,75.0,0.05
9047,75.0,0.04
9086,75.0,0.04
9111,75.0,0.04
9115,75.0,0.04
9212,75.0,0.04
9272,75.0,0.04
9288,75.0,0.04
9308,75.0,0.03
9326,75.0,0.03
9378,75.0,0.03
9383,75.0,0.03
9515,75.0,0.03
9598,75.0,0.03
9606,75.0,0.03
9696,75.0,0.02
9985,75.0,0.02
10040,75.0,0.02
10066,75.0,0.02
10081,75.0,0.02
10118,75.0,0.02
10151,75.0,0.01
10192,75.0,0.01
10203,75.0,0.01
10207,75.0,0.01
0,76.0,82.53
131,76.0,6.41
154,76.0,5.64
243,76.0,4.48
320,76.0,3.84
396,76.0,3.39
397,76.0,3.38
492,76.0,2.92
502,76.0,2.89
692,76.0,2.29
701,76.0,2.28
708,76.0,2.26
854,76.0,2.0
858,76.0,1.99
927,76.0,1.87
941,76.0,1.85
989,76.0,1.76
1101,76.0,1.61
1118,76.0,1.58
1119,76.0,1.58
1167,76.0,1.51
1175,76.0,1.5
1205,76.0,1.46
1208,76.0,1.46
1243,76.0,1.42
1291,76.0,1.35
1368,76.0,1.28
1374,76.0,1.27
1399,76.0,1.25
1418,76.0,1.24
1421,76.0,1.23
1430,76.0,1.23
1453,76.0,1.21
1477,76.0,1.19
1478,76.0,1.19
1489,76.0,1.17
1500,76.0,1.16
1519,76.0,1.15
1531,76.0,1.14
1576,76.0,1.1
1599,76.0,1.09
1622,76.0,1.07
1623,76.0,1.07
1726,76.0,1.01
1786,76.0,0.96
1787,76.0,0.96
1854,76.0,0.93
1880,76.0,0.91
1882,76.0,0.91
1892,76.0,0.91
1900,76.0,0.9
1921,76.0,0.89
1929,76.0,0.89
1962,76.0,0.87
1981,76.0,0.87
1988,76.0,0.86
1990,76.0,0.86
1995,76.0,0.86
2092,76.0,0.81
2121,76.0,0.79
2129,76.0,0.79
2179,76.0,0.76
2199,76.0,0.75
2218,76.0,0.75
2223,76.0,0.74
2256,76.0,0.73
2258,76.0,0.73
2280,76.0,0.72
2373,76.0,0.69
2400,76.0,0.68
2454,76.0,0.66
2472,76.0,0.65
2553,76.0,0.63
2558,76.0,0.63
2622,76.0,0.61
2741,76.0,0.57
2806,76.0,0.56
2842,76.0,0.56
2857,76.0,0.55
2873,76.0,0.55
2973,76.0,0.53
2982,76.0,0.52
2999,76.0,0.52
3026,76.0,0.51
3041,76.0,0.51
3053,76.0,0.51
3063,76.0,0.51
3092,76.0,0.5
3147,76.0,0.49
3155,76.0,0.49
3260,76.0,0.46
3273,76.0,0.46
3279,76.0,0.46
3329,76.0,0.45
3334,76.0,0.45
3335,76.0,0.45
3439,76.0,0.43
3469,76.0,0.43
3494,76.0,0.42
3527,76.0,0.42
3538,76.0,0.42
3539,76.0,0.42
3546,76.0,0.42
3552,76.0,0.42
3562,76.0,0.41
3581,76.0,0.41
3636,76.0,0.4
3640,76.0,0.4
3669,76.0,0.4
3676,76.0,0.4
3741,76.0,0.39
3823,76.0,0.37
3824,76.0,0.37
3894,76.0,0.36
3922,76.0,0.36
3941,76.0,0.35
4029,76.0,0.34
4076,76.0,0.33
4110,76.0,0.33
4133,76.0,0.33
4151,76.0,0.32
4171,76.0,0.32
4201,76.0,0.32
4204,76.0,0.32
4277,76.0,0.31
4319,76.0,0.3
4359,76.0,0.3
4379,76.0,0.3
4437,76.0,0.29
4444,76.0,0.29
4463,76.0,0.29
4470,76.0,0.29
4484,76.0,0.29
4508,76.0,0.28
4535,76.0,0.28
4542,76.0,0.28
4640,76.0,0.27
4660,76.0,0.27
4713,76.0,0.26
4734,76.0,0.26
4833,76.0,0.25
4868,76.0,0.25
4936,76.0,0.24
4940,76.0,0.24
5041,76.0,0.23
5139,76.0,0.23
5190,76.0,0.22
5281,76.0,0.21
5289,76.0,0.21
5302,76.0,0.21
5320,76.0,0.21
5362,76.0,0.21
5407,76.0,0.2
5461,76.0,0.2
5491,76.0,0.2
5522,76.0,0.2
5536,76.0,0.19
5608,76.0,0.19
5629,76.0,0.19
5678,76.0,0.19
5697,76.0,0.19
5740,76.0,0.18
5764,76.0,0.18
5798,76.0,0.18
5994,76.0,0.17
6016,76.0,0.17
6059,76.0,0.16
6314,76.0,0.15
6355,76.0,0.14
6385,76.0,0.14
6394,76.0,0.14
6520,76.0,0.14
6551,76.0,0.14
6557,76.0,0.13
6598,76.0,0.13
6612,76.0,0.13
6664,76.0,0.13
6667,76.0,0.13
6834,76.0,0.12
6914,76.0,0.12
7006,76.0,0.11
7022,76.0,0.11
7024,76.0,0.11
7124,76.0,0.11
7140,76.0,0.11
7201,76.0,0.11
7276,76.0,0.1
7305,76.0,0.1
7364,76.0,0.1
7369,76.0,0.1
7538,76.0,0.09
7688,76.0,0.09
7692,76.0,0.09
7696,76.0,0.09
7778,76.0,0.08
7784,76.0,0.08
7853,76.0,0.08
7949,76.0,0.08
8374,76.0,0.06
8401,76.0,0.06
8438,76.0,0.06
8441,76.0,0.06
8632,76.0,0.06
8635,76.0,0.06
8689,76.0,0.05
8691,76.0,0.05
8700,76.0,0.05
8758,76.0,0.05
8761,76.0,0.05
8771,76.0,0.05
8869,76.0,0.05
8920,76.0,0.05
9024,76.0,0.04
9053,76.0,0.04
9087,76.0,0.04
9104,76.0,0.04
9431,76.0,0.03
9433,76.0,0.03
9449,76.0,0.03
9453,76.0,0.03
9519,76.0,0.03
9556,76.0,0.03
9604,76.0,0.03
9703,76.0,0.02
9729,76.0,0.02
9938,76.0,0.02
9944,76.0,0.02
9999,76.0,0.02
10030,76.0,0.02
10039,76.0,0.02
10072,76.0,0.02
10084,76.0,0.02
10230,76.0,0.01
10233,76.0,0.01
10245,76.0,0.01
19,77.0,20.15
26,77.0,15.29
245,77.0,4.46
248,77.0,4.42
329,77.0,3.76
404,77.0,3.33
414,77.0,3.27
567,77.0,2.67
649,77.0,2.41
696,77.0,2.28
720,77.0,2.24
775,77.0,2.13
802,77.0,2.08
886,77.0,1.94
1074,77.0,1.65
1077,77.0,1.65
1100,77.0,1.61
1225,77.0,1.43
1244,77.0,1.41
1269,77.0,1.38
1273,77.0,1.38
1276,77.0,1.37
1364,77.0,1.28
1378,77.0,1.27
1483,77.0,1.18
1486,77.0,1.17
1507,77.0,1.16
1556,77.0,1.12
1584,77.0,1.09
1585,77.0,1.09
1642,77.0,1.06
1690,77.0,1.03
1725,77.0,1.01
1755,77.0,0.98
1781,77.0,0.97
1790,77.0,0.96
1824,77.0,0.94
1835,77.0,0.93
1850,77.0,0.93
1881,77.0,0.91
1895,77.0,0.9
1926,77.0,0.89
1930,77.0,0.89
1952,77.0,0.88
1984,77.0,0.87
2031,77.0,0.84
2045,77.0,0.83
2049,77.0,0.83
2068,77.0,0.82
2170,77.0,0.77
2238,77.0,0.74
2293,77.0,0.72
2325,77.0,0.71
2329,77.0,0.71
2366,77.0,0.69
2376,77.0,0.69
2379,77.0,0.69
2423,77.0,0.66
2460,77.0,0.66
2482,77.0,0.65
2562,77.0,0.62
2615,77.0,0.61
2647,77.0,0.6
2686,77.0,0.59
2704,77.0,0.58
2723,77.0,0.58
2732,77.0,0.58
2769,77.0,0.57
2789,77.0,0.57
2793,77.0,0.56
2799,77.0,0.56
2815,77.0,0.56
2834,77.0,0.56
2840,77.0,0.56
2883,77.0,0.54
2886,77.0,0.54
2903,77.0,0.54
2983,77.0,0.52
3020,77.0,0.52
3035,77.0,0.51
3066,77.0,0.51
3145,77.0,0.49
3178,77.0,0.48
3290,77.0,0.46
3345,77.0,0.45
3360,77.0,0.45
3443,77.0,0.43
3458,77.0,0.43
3537,77.0,0.42
3549,77.0,0.42
3551,77.0,0.42
3575,77.0,0.41
3610,77.0,0.41
3626,77.0,0.4
3655,77.0,0.4
3667,77.0,0.4
3682,77.0,0.39
3685,77.0,0.39
3710,77.0,0.39
3759,77.0,0.38
3811,77.0,0.38
3842,77.0,0.37
3903,77.0,0.36
3928,77.0,0.36
3942,77.0,0.35
3989,77.0,0.35
4016,77.0,0.34
4042,77.0,0.34
4065,77.0,0.33
4091,77.0,0.33
4161,77.0,0.32
4250,77.0,0.31
4252,77.0,0.31
4338,77.0,0.3
4344,77.0,0.3
4356,77.0,0.3
4373,77.0,0.3
4396,77.0,0.29
4445,77.0,0.29
4446,77.0,0.29
4657,77.0,0.27
4659,77.0,0.27
4756,77.0,0.26
4766,77.0,0.26
4789,77.0,0.26
4796,77.0,0.26
4801,77.0,0.25
4826,77.0,0.25
4901,77.0,0.25
4976,77.0,0.24
4981,77.0,0.24
4990,77.0,0.24
5016,77.0,0.24
5043,77.0,0.23
5059,77.0,0.23
5117,77.0,0.23
5170,77.0,0.22
5185,77.0,0.22
5197,77.0,0.22
5326,77.0,0.21
5367,77.0,0.21
5484,77.0,0.2
5493,77.0,0.2
5589,77.0,0.19
5633,77.0,0.19
5695,77.0,0.19
5788,77.0,0.18
5934,77.0,0.17
6009,77.0,0.17
6019,77.0,0.17
6048,77.0,0.16
6081,77.0,0.16
6082,77.0,0.16
6126,77.0,0.16
6129,77.0,0.16
6133,77.0,0.16
6147,77.0,0.16
6148,77.0,0.16
6173,77.0,0.15
6184,77.0,0.15
6193,77.0,0.15
6202,77.0,0.15
6226,77.0,0.15
6229,77.0,0.15
6281,77.0,0.15
6413,77.0,0.14
6428,77.0,0.14
6446,77.0,0.14
6489,77.0,0.14
6492,77.0,0.14
6524,77.0,0.14
6673,77.0,0.13
6685,77.0,0.13
6805,77.0,0.12
6954,77.0,0.12
6987,77.0,0.11
6999,77.0,0.11
7013,77.0,0.11
7097,77.0,0.11
7108,77.0,0.11
7164,77.0,0.11
7192,77.0,0.11
7213,77.0,0.11
7216,77.0,0.11
7328,77.0,0.1
7397,77.0,0.1
7399,77.0,0.1
7488,77.0,0.1
7512,77.0,0.09
7574,77.0,0.09
7622,77.0,0.09
7676,77.0,0.09
7678,77.0,0.09
7711,77.0,0.09
7806,77.0,0.08
7815,77.0,0.08
7856,77.0,0.08
8118,77.0,0.07
8196,77.0,0.07
8458,77.0,0.06
8563,77.0,0.06
8641,77.0,0.06
8727,77.0,0.05
8775,77.0,0.05
8776,77.0,0.05
8804,77.0,0.05
8822,77.0,0.05
8861,77.0,0.05
9000,77.0,0.04
9128,77.0,0.04
9160,77.0,0.04
9170,77.0,0.04
9324,77.0,0.03
9350,77.0,0.03
9476,77.0,0.03
9570,77.0,0.03
9758,77.0,0.02
9826,77.0,0.02
9906,77.0,0.02
9945,77.0,0.02
10034,77.0,0.02
10104,77.0,0.02
10141,77.0,0.01
10209,77.0,0.01
10217,77.0,0.01
62,78.0,9.9
323,78.0,3.83
356,78.0,3.6
363,78.0,3.54
493,78.0,2.92
558,78.0,2.69
579,78.0,2.63
597,78.0,2.57
614,78.0,2.52
640,78.0,2.42
678,78.0,2.34
697,78.0,2.28
784,78.0,2.11
836,78.0,2.04
884,78.0,1.94
928,78.0,1.87
1013,78.0,1.74
1017,78.0,1.73
1018,78.0,1.73
1024,78.0,1.72
1046,78.0,1.68
1067,78.0,1.66
1122,78.0,1.57
1126,78.0,1.57
1284,78.0,1.36
1341,78.0,1.31
1345,78.0,1.3
1347,78.0,1.3
1349,78.0,1.3
1389,78.0,1.27
1416,78.0,1.24
1417,78.0,1.24
1436,78.0,1.22
1460,78.0,1.2
1481,78.0,1.18
1511,78.0,1.15
1551,78.0,1.12
1555,78.0,1.12
1693,78.0,1.03
1746,78.0,0.99
1760,78.0,0.98
1780,78.0,0.97
1807,78.0,0.95
1808,78.0,0.95
1827,78.0,0.94
1878,78.0,0.91
1894,78.0,0.9
1897,78.0,0.9
1946,78.0,0.88
1948,78.0,0.88
1950,78.0,0.88
2014,78.0,0.85
2020,78.0,0.84
2040,78.0,0.83
2046,78.0,0.83
2057,78.0,0.82
2066,78.0,0.82
2076,78.0,0.81
2083,78.0,0.81
2103,78.0,0.8
2124,78.0,0.79
2161,78.0,0.77
2211,78.0,0.75
2257,78.0,0.73
2338,78.0,0.7
2347,78.0,0.7
2382,78.0,0.68
2412,78.0,0.67
2426,78.0,0.66
2445,78.0,0.66
2516,78.0,0.64
2531,78.0,0.63
2536,78.0,0.63
2555,78.0,0.63
2563,78.0,0.62
2728,78.0,0.58
2735,78.0,0.58
2746,78.0,0.57
2786,78.0,0.57
2788,78.0,0.57
2800,78.0,0.56
2808,78.0,0.56
2844,78.0,0.55
2905,78.0,0.54
2927,78.0,0.53
2932,78.0,0.53
2934,78.0,0.53
2939,78.0,0.53
2941,78.0,0.53
3006,78.0,0.52
3009,78.0,0.52
3016,78.0,0.52
3019,78.0,0.52
3046,78.0,0.51
3064,78.0,0.51
3087,78.0,0.5
3093,78.0,0.5
3142,78.0,0.49
3146,78.0,0.49
3172,78.0,0.48
3182,78.0,0.48
3209,78.0,0.47
3364,78.0,0.45
3373,78.0,0.44
3380,78.0,0.44
3421,78.0,0.44
3498,78.0,0.42
3522,78.0,0.42
3603,78.0,0.41
3643,78.0,0.4
3754,78.0,0.38
3755,78.0,0.38
3765,78.0,0.38
3774,78.0,0.38
3806,78.0,0.38
3934,78.0,0.35
4022,78.0,0.34
4068,78.0,0.33
4069,78.0,0.33
4099,78.0,0.33
4105,78.0,0.33
4207,78.0,0.32
4269,78.0,0.31
4301,78.0,0.31
4328,78.0,0.3
4329,78.0,0.3
4543,78.0,0.28
4576,78.0,0.28
4597,78.0,0.27
4600,78.0,0.27
4617,78.0,0.27
4619,78.0,0.27
4644,78.0,0.27
4674,78.0,0.27
4679,78.0,0.27
4684,78.0,0.27
4746,78.0,0.26
4775,78.0,0.26
4781,78.0,0.26
4862,78.0,0.25
4864,78.0,0.25
4928,78.0,0.24
4955,78.0,0.24
5079,78.0,0.23
5161,78.0,0.22
5229,78.0,0.22
5321,78.0,0.21
5333,78.0,0.21
5363,78.0,0.21
5376,78.0,0.21
5403,78.0,0.2
5489,78.0,0.2
5509,78.0,0.2
5535,78.0,0.19
5560,78.0,0.19
5651,78.0,0.19
5859,78.0,0.17
5948,78.0,0.17
5964,78.0,0.17
6123,78.0,0.16
6175,78.0,0.15
6185,78.0,0.15
6199,78.0,0.15
6261,78.0,0.15
6395,78.0,0.14
6442,78.0,0.14
6498,78.0,0.14
6510,78.0,0.14
6634,78.0,0.13
6679,78.0,0.13
6699,78.0,0.13
6798,78.0,0.12
6802,78.0,0.12
6963,78.0,0.12
6992,78.0,0.11
7151,78.0,0.11
7168,78.0,0.11
7297,78.0,0.1
7298,78.0,0.1
7389,78.0,0.1
7489,78.0,0.1
7494,78.0,0.1
7498,78.0,0.09
7552,78.0,0.09
7558,78.0,0.09
7682,78.0,0.09
7719,78.0,0.09
7733,78.0,0.09
7822,78.0,0.08
7826,78.0,0.08
7858,78.0,0.08
7864,78.0,0.08
7872,78.0,0.08
7948,78.0,0.08
8005,78.0,0.08
8048,78.0,0.08
8072,78.0,0.07
8095,78.0,0.07
8162,78.0,0.07
8163,78.0,0.07
8231,78.0,0.07
8380,78.0,0.06
8477,78.0,0.06
8554,78.0,0.06
8609,78.0,0.06
8656,78.0,0.05
8696,78.0,0.05
8722,78.0,0.05
8791,78.0,0.05
8809,78.0,0.05
8826,78.0,0.05
8850,78.0,0.05
8893,78.0,0.05
8896,78.0,0.05
8974,78.0,0.05
9015,78.0,0.04
9056,78.0,0.04
9103,78.0,0.04
9118,78.0,0.04
9120,78.0,0.04
9129,78.0,0.04
9172,78.0,0.04
9376,78.0,0.03
9454,78.0,0.03
9471,78.0,0.03
9508,78.0,0.03
9575,78.0,0.03
9584,78.0,0.03
9668,78.0,0.02
9693,78.0,0.02
9745,78.0,0.02
9747,78.0,0.02
9756,78.0,0.02
9783,78.0,0.02
9928,78.0,0.02
10257,78.0,0.01
10282,78.0,0.01
10291,78.0,0.01
10301,78.0,0.01
10313,78.0,0.01
266,79.0,4.24
330,79.0,3.76
380,79.0,3.48
387,79.0,3.44
489,79.0,2.94
548,79.0,2.75
565,79.0,2.67
578,79.0,2.63
591,79.0,2.58
621,79.0,2.49
638,79.0,2.43
713,79.0,2.25
723,79.0,2.23
738,79.0,2.2
761,79.0,2.16
891,79.0,1.93
908,79.0,1.91
1019,79.0,1.73
1049,79.0,1.68
1064,79.0,1.66
1071,79.0,1.66
1078,79.0,1.65
1125,79.0,1.57
1133,79.0,1.56
1142,79.0,1.55
1145,79.0,1.55
1183,79.0,1.49
1200,79.0,1.47
1247,79.0,1.41
1254,79.0,1.4
1260,79.0,1.4
1300,79.0,1.35
1307,79.0,1.34
1317,79.0,1.34
1337,79.0,1.31
1360,79.0,1.29
1392,79.0,1.26
1405,79.0,1.25
1420,79.0,1.24
1504,79.0,1.16
1524,79.0,1.14
1537,79.0,1.14
1544,79.0,1.13
1546,79.0,1.13
1559,79.0,1.12
1564,79.0,1.11
1681,79.0,1.03
1695,79.0,1.02
1734,79.0,0.99
1735,79.0,0.99
1751,79.0,0.98
1779,79.0,0.97
1809,79.0,0.95
1811,79.0,0.95
1822,79.0,0.94
1834,79.0,0.93
1836,79.0,0.93
1873,79.0,0.92
1875,79.0,0.92
1942,79.0,0.89
2047,79.0,0.83
2097,79.0,0.8
2115,79.0,0.79
2143,79.0,0.78
2175,79.0,0.77
2224,79.0,0.74
2232,79.0,0.74
2242,79.0,0.74
2254,79.0,0.73
2259,79.0,0.73
2264,79.0,0.73
2285,79.0,0.72
2287,79.0,0.72
2306,79.0,0.71
2340,79.0,0.7
2401,79.0,0.68
2410,79.0,0.67
2506,79.0,0.64
2559,79.0,0.63
2618,79.0,0.61
2731,79.0,0.58
2736,79.0,0.58
2870,79.0,0.55
2986,79.0,0.52
2996,79.0,0.52
3010,79.0,0.52
3173,79.0,0.48
3211,79.0,0.47
3227,79.0,0.47
3242,79.0,0.47
3245,79.0,0.47
3253,79.0,0.47
3324,79.0,0.45
3351,79.0,0.45
3357,79.0,0.45
3395,79.0,0.44
3487,79.0,0.42
3508,79.0,0.42
3579,79.0,0.41
3625,79.0,0.4
3714,79.0,0.39
3718,79.0,0.39
3728,79.0,0.39
3788,79.0,0.38
3848,79.0,0.37
3873,79.0,0.37
3875,79.0,0.37
3935,79.0,0.35
3954,79.0,0.35
3970,79.0,0.35
4048,79.0,0.34
4084,79.0,0.33
4098,79.0,0.33
4169,79.0,0.32
4186,79.0,0.32
4209,79.0,0.32
4213,79.0,0.32
4271,79.0,0.31
4273,79.0,0.31
4286,79.0,0.31
4346,79.0,0.3
4378,79.0,0.3
4459,79.0,0.29
4599,79.0,0.27
4632,79.0,0.27
4637,79.0,0.27
4675,79.0,0.27
4788,79.0,0.26
4803,79.0,0.25
4851,79.0,0.25
4922,79.0,0.24
4923,79.0,0.24
5047,79.0,0.23
5099,79.0,0.23
5127,79.0,0.23
5130,79.0,0.23
5133,79.0,0.23
5164,79.0,0.22
5328,79.0,0.21
5353,79.0,0.21
5382,79.0,0.21
5421,79.0,0.2
5440,79.0,0.2
5585,79.0,0.19
5597,79.0,0.19
5617,79.0,0.19
5643,79.0,0.19
5669,79.0,0.19
5685,79.0,0.19
5797,79.0,0.18
5932,79.0,0.17
6249,79.0,0.15
6287,79.0,0.15
6377,79.0,0.14
6400,79.0,0.14
6431,79.0,0.14
6439,79.0,0.14
6461,79.0,0.14
6548,79.0,0.14
6595,79.0,0.13
6603,79.0,0.13
6609,79.0,0.13
6616,79.0,0.13
6628,79.0,0.13
6764,79.0,0.13
6780,79.0,0.12
6792,79.0,0.12
6809,79.0,0.12
6985,79.0,0.12
7119,79.0,0.11
7188,79.0,0.11
7211,79.0,0.11
7251,79.0,0.11
7279,79.0,0.1
7442,79.0,0.1
7515,79.0,0.09
7608,79.0,0.09
7625,79.0,0.09
7729,79.0,0.09
7779,79.0,0.08
7820,79.0,0.08
7891,79.0,0.08
7899,79.0,0.08
8055,79.0,0.08
8091,79.0,0.07
8210,79.0,0.07
8236,79.0,0.07
8258,79.0,0.07
8381,79.0,0.06
8386,79.0,0.06
8439,79.0,0.06
8539,79.0,0.06
8746,79.0,0.05
8811,79.0,0.05
8846,79.0,0.05
8875,79.0,0.05
8894,79.0,0.05
8907,79.0,0.05
8921,79.0,0.05
8962,79.0,0.05
8981,79.0,0.05
9014,79.0,0.04
9027,79.0,0.04
9083,79.0,0.04
9334,79.0,0.03
9401,79.0,0.03
9472,79.0,0.03
9483,79.0,0.03
9562,79.0,0.03
9750,79.0,0.02
9774,79.0,0.02
9786,79.0,0.02
9885,79.0,0.02
9936,79.0,0.02
9976,79.0,0.02
10178,79.0,0.01
10244,79.0,0.01
10263,79.0,0.01
3,80.0,32.77
13,80.0,22.7
15,80.0,21.79
155,80.0,5.64
197,80.0,5.1
222,80.0,4.76
269,80.0,4.22
274,80.0,4.21
275,80.0,4.2
276,80.0,4.19
277,80.0,4.19
295,80.0,4.05
325,80.0,3.8
378,80.0,3.49
391,80.0,3.41
409,80.0,3.31
529,80.0,2.79
580,80.0,2.63
594,80.0,2.58
595,80.0,2.57
610,80.0,2.52
695,80.0,2.29
707,80.0,2.26
714,80.0,2.25
724,80.0,2.23
730,80.0,2.22
743,80.0,2.2
750,80.0,2.19
758,80.0,2.16
805,80.0,2.08
860,80.0,1.98
863,80.0,1.98
878,80.0,1.94
900,80.0,1.92
902,80.0,1.92
946,80.0,1.84
952,80.0,1.83
972,80.0,1.8
1003,80.0,1.75
1023,80.0,1.72
1099,80.0,1.62
1129,80.0,1.57
1149,80.0,1.54
1154,80.0,1.53
1174,80.0,1.5
1180,80.0,1.49
1239,80.0,1.42
1242,80.0,1.42
1279,80.0,1.37
1283,80.0,1.36
1285,80.0,1.36
1315,80.0,1.34
1346,80.0,1.3
1348,80.0,1.3
1391,80.0,1.27
1428,80.0,1.23
1431,80.0,1.23
1438,80.0,1.22
1539,80.0,1.13
1554,80.0,1.12
1578,80.0,1.1
1582,80.0,1.1
1637,80.0,1.06
1664,80.0,1.05
1669,80.0,1.04
1714,80.0,1.02
1718,80.0,1.01
1752,80.0,0.98
1855,80.0,0.93
1856,80.0,0.93
1866,80.0,0.92
1893,80.0,0.9
1938,80.0,0.89
1939,80.0,0.89
1966,80.0,0.87
1967,80.0,0.87
1989,80.0,0.86
2017,80.0,0.84
2086,80.0,0.81
2096,80.0,0.8
2099,80.0,0.8
2152,80.0,0.78
2221,80.0,0.75
2231,80.0,0.74
2260,80.0,0.73
2270,80.0,0.73
2359,80.0,0.7
2398,80.0,0.68
2430,80.0,0.66
2480,80.0,0.65
2485,80.0,0.65
2535,80.0,0.63
2548,80.0,0.63
2579,80.0,0.62
2586,80.0,0.62
2635,80.0,0.6
2674,80.0,0.59
2695,80.0,0.59
2772,80.0,0.57
2813,80.0,0.56
2817,80.0,0.56
2849,80.0,0.55
2851,80.0,0.55
2885,80.0,0.54
2889,80.0,0.54
2914,80.0,0.54
2920,80.0,0.54
3015,80.0,0.52
3038,80.0,0.51
3054,80.0,0.51
3089,80.0,0.5
3108,80.0,0.5
3110,80.0,0.5
3180,80.0,0.48
3181,80.0,0.48
3195,80.0,0.48
3202,80.0,0.48
3267,80.0,0.46
3288,80.0,0.46
3347,80.0,0.45
3352,80.0,0.45
3381,80.0,0.44
3383,80.0,0.44
3385,80.0,0.44
3419,80.0,0.44
3432,80.0,0.43
3477,80.0,0.43
3519,80.0,0.42
3530,80.0,0.42
3568,80.0,0.41
3574,80.0,0.41
3658,80.0,0.4
3729,80.0,0.39
3815,80.0,0.37
3828,80.0,0.37
3855,80.0,0.37
3918,80.0,0.36
3964,80.0,0.35
4026,80.0,0.34
4027,80.0,0.34
4088,80.0,0.33
4097,80.0,0.33
4126,80.0,0.33
4155,80.0,0.32
4241,80.0,0.32
4416,80.0,0.29
4468,80.0,0.29
4479,80.0,0.29
4480,80.0,0.29
4546,80.0,0.28
4586,80.0,0.28
4615,80.0,0.27
4731,80.0,0.26
4780,80.0,0.26
4784,80.0,0.26
4824,80.0,0.25
4902,80.0,0.25
4925,80.0,0.24
4935,80.0,0.24
4958,80.0,0.24
4963,80.0,0.24
5025,80.0,0.24
5192,80.0,0.22
5203,80.0,0.22
5218,80.0,0.22
5231,80.0,0.22
5245,80.0,0.22
5263,80.0,0.21
5338,80.0,0.21
5375,80.0,0.21
5505,80.0,0.2
5635,80.0,0.19
5644,80.0,0.19
5698,80.0,0.19
5723,80.0,0.18
5897,80.0,0.17
5961,80.0,0.17
6172,80.0,0.15
6316,80.0,0.15
6322,80.0,0.15
6348,80.0,0.15
6350,80.0,0.15
6371,80.0,0.14
6424,80.0,0.14
6541,80.0,0.14
6571,80.0,0.13
6619,80.0,0.13
6625,80.0,0.13
6635,80.0,0.13
6649,80.0,0.13
6690,80.0,0.13
6853,80.0,0.12
7078,80.0,0.11
7242,80.0,0.11
7335,80.0,0.1
7379,80.0,0.1
7503,80.0,0.09
7540,80.0,0.09
7604,80.0,0.09
7637,80.0,0.09
7718,80.0,0.09
7803,80.0,0.08
7840,80.0,0.08
7917,80.0,0.08
7920,80.0,0.08
7922,80.0,0.08
7962,80.0,0.08
8007,80.0,0.08
8150,80.0,0.07
8250,80.0,0.07
8311,80.0,0.07
8354,80.0,0.06
8443,80.0,0.06
8496,80.0,0.06
8522,80.0,0.06
8524,80.0,0.06
8676,80.0,0.05
8714,80.0,0.05
8883,80.0,0.05
9010,80.0,0.04
9044,80.0,0.04
9204,80.0,0.04
9283,80.0,0.04
9409,80.0,0.03
9411,80.0,0.03
9429,80.0,0.03
9439,80.0,0.03
9634,80.0,0.03
9664,80.0,0.03
9705,80.0,0.02
10079,80.0,0.02
10144,80.0,0.01
10163,80.0,0.01
10200,80.0,0.01
10240,80.0,0.01
10322,80.0,0.01
10344,80.0,0.01
160,81.0,5.54
163,81.0,5.48
179,81.0,5.27
219,81.0,4.82
247,81.0,4.43
310,81.0,3.9
338,81.0,3.7
421,81.0,3.23
446,81.0,3.11
465,81.0,3.03
