"idgames","critic_score","global_sales"
7965,63.0,0.08
8013,63.0,0.08
8129,63.0,0.07
8206,63.0,0.07
8251,63.0,0.07
8283,63.0,0.07
8343,63.0,0.06
8357,63.0,0.06
8360,63.0,0.06
8467,63.0,0.06
8519,63.0,0.06
8648,63.0,0.06
8685,63.0,0.05
8856,63.0,0.05
8954,63.0,0.05
8983,63.0,0.05
9241,63.0,0.04
9246,63.0,0.04
9296,63.0,0.03
9309,63.0,0.03
9351,63.0,0.03
9388,63.0,0.03
9435,63.0,0.03
9552,63.0,0.03
9613,63.0,0.03
9640,63.0,0.03
9716,63.0,0.02
9740,63.0,0.02
9813,63.0,0.02
9815,63.0,0.02
9834,63.0,0.02
9856,63.0,0.02
9953,63.0,0.02
9966,63.0,0.02
10002,63.0,0.02
10116,63.0,0.02
10120,63.0,0.02
10182,63.0,0.01
10241,63.0,0.01
10297,63.0,0.01
10325,63.0,0.01
10351,63.0,0.01
332,64.0,3.73
355,64.0,3.61
482,64.0,2.96
774,64.0,2.13
809,64.0,2.08
849,64.0,2.01
1040,64.0,1.69
1045,64.0,1.68
1104,64.0,1.6
1131,64.0,1.57
1155,64.0,1.53
1233,64.0,1.42
1237,64.0,1.42
1267,64.0,1.38
1289,64.0,1.36
1404,64.0,1.25
1485,64.0,1.18
1641,64.0,1.06
1719,64.0,1.01
1826,64.0,0.94
1840,64.0,0.93
2011,64.0,0.85
2132,64.0,0.79
2272,64.0,0.73
2452,64.0,0.66
2487,64.0,0.65
2488,64.0,0.65
2490,64.0,0.64
2496,64.0,0.64
2517,64.0,0.64
2619,64.0,0.61
2638,64.0,0.6
2801,64.0,0.56
2823,64.0,0.56
3037,64.0,0.51
3115,64.0,0.5
3137,64.0,0.49
3236,64.0,0.47
3283,64.0,0.46
3293,64.0,0.46
3374,64.0,0.44
3452,64.0,0.43
3468,64.0,0.43
3493,64.0,0.42
3507,64.0,0.42
3724,64.0,0.39
4074,64.0,0.33
4192,64.0,0.32
4227,64.0,0.32
4254,64.0,0.31
4370,64.0,0.3
4412,64.0,0.29
4418,64.0,0.29
4530,64.0,0.28
4603,64.0,0.27
4627,64.0,0.27
4737,64.0,0.26
4769,64.0,0.26
4774,64.0,0.26
4821,64.0,0.25
4825,64.0,0.25
4836,64.0,0.25
4861,64.0,0.25
4880,64.0,0.25
4915,64.0,0.25
4953,64.0,0.24
4980,64.0,0.24
5057,64.0,0.23
5147,64.0,0.23
5148,64.0,0.23
5280,64.0,0.21
5345,64.0,0.21
5361,64.0,0.21
5374,64.0,0.21
5425,64.0,0.2
5465,64.0,0.2
5544,64.0,0.19
5581,64.0,0.19
5598,64.0,0.19
5603,64.0,0.19
5642,64.0,0.19
5703,64.0,0.18
5732,64.0,0.18
5757,64.0,0.18
5766,64.0,0.18
5921,64.0,0.17
5983,64.0,0.17
6032,64.0,0.16
6120,64.0,0.16
6150,64.0,0.16
6170,64.0,0.15
6217,64.0,0.15
6258,64.0,0.15
6299,64.0,0.15
6351,64.0,0.14
6361,64.0,0.14
6411,64.0,0.14
6422,64.0,0.14
6436,64.0,0.14
6448,64.0,0.14
6482,64.0,0.14
6592,64.0,0.13
6636,64.0,0.13
6735,64.0,0.13
6803,64.0,0.12
6826,64.0,0.12
6833,64.0,0.12
6855,64.0,0.12
6898,64.0,0.12
6935,64.0,0.12
6944,64.0,0.12
7148,64.0,0.11
7212,64.0,0.11
7229,64.0,0.11
7233,64.0,0.11
7235,64.0,0.11
7304,64.0,0.1
7396,64.0,0.1
7461,64.0,0.1
7471,64.0,0.1
7522,64.0,0.09
7543,64.0,0.09
7573,64.0,0.09
7631,64.0,0.09
7786,64.0,0.08
7793,64.0,0.08
7810,64.0,0.08
7819,64.0,0.08
7893,64.0,0.08
7919,64.0,0.08
7969,64.0,0.08
7979,64.0,0.08
8057,64.0,0.07
8105,64.0,0.07
8106,64.0,0.07
8315,64.0,0.07
8330,64.0,0.07
8447,64.0,0.06
8485,64.0,0.06
8585,64.0,0.06
8607,64.0,0.06
8682,64.0,0.05
8815,64.0,0.05
8840,64.0,0.05
8848,64.0,0.05
8862,64.0,0.05
8934,64.0,0.05
9006,64.0,0.04
9108,64.0,0.04
9244,64.0,0.04
9280,64.0,0.04
9299,64.0,0.03
9375,64.0,0.03
9422,64.0,0.03
9436,64.0,0.03
9443,64.0,0.03
9462,64.0,0.03
9502,64.0,0.03
9503,64.0,0.03
9578,64.0,0.03
9754,64.0,0.02
9814,64.0,0.02
9857,64.0,0.02
9935,64.0,0.02
10019,64.0,0.02
10054,64.0,0.02
10086,64.0,0.02
10307,64.0,0.01
10314,64.0,0.01
1008,65.0,1.75
1029,65.0,1.71
1192,65.0,1.48
1228,65.0,1.43
1282,65.0,1.37
1382,65.0,1.27
1397,65.0,1.25
1463,65.0,1.2
1496,65.0,1.17
1530,65.0,1.14
1596,65.0,1.09
1634,65.0,1.06
1645,65.0,1.06
1674,65.0,1.04
1696,65.0,1.02
1789,65.0,0.96
1863,65.0,0.92
1977,65.0,0.87
1979,65.0,0.87
2008,65.0,0.85
2061,65.0,0.82
2125,65.0,0.79
2138,65.0,0.78
2187,65.0,0.76
2230,65.0,0.74
2274,65.0,0.72
2277,65.0,0.72
2331,65.0,0.7
2352,65.0,0.7
2362,65.0,0.7
2363,65.0,0.69
2372,65.0,0.69
2428,65.0,0.66
2429,65.0,0.66
2805,65.0,0.56
3004,65.0,0.52
3102,65.0,0.5
3104,65.0,0.5
3148,65.0,0.49
3203,65.0,0.48
3228,65.0,0.47
3272,65.0,0.46
3291,65.0,0.46
3304,65.0,0.46
3330,65.0,0.45
3406,65.0,0.44
3426,65.0,0.43
3488,65.0,0.42
3532,65.0,0.42
3556,65.0,0.41
3696,65.0,0.39
3737,65.0,0.39
3745,65.0,0.39
3764,65.0,0.38
3849,65.0,0.37
3850,65.0,0.37
3966,65.0,0.35
4018,65.0,0.34
4024,65.0,0.34
4079,65.0,0.33
4130,65.0,0.33
4143,65.0,0.32
4145,65.0,0.32
4242,65.0,0.32
4280,65.0,0.31
4331,65.0,0.3
4362,65.0,0.3
4447,65.0,0.29
4469,65.0,0.29
4553,65.0,0.28
4566,65.0,0.28
4581,65.0,0.28
4591,65.0,0.27
4592,65.0,0.27
4618,65.0,0.27
4669,65.0,0.27
4815,65.0,0.25
4860,65.0,0.25
4863,65.0,0.25
4893,65.0,0.25
5015,65.0,0.24
5032,65.0,0.24
5296,65.0,0.21
5324,65.0,0.21
5349,65.0,0.21
5453,65.0,0.2
5466,65.0,0.2
5498,65.0,0.2
5504,65.0,0.2
5506,65.0,0.2
5520,65.0,0.2
5541,65.0,0.19
5588,65.0,0.19
5628,65.0,0.19
5694,65.0,0.19
5696,65.0,0.19
5772,65.0,0.18
5773,65.0,0.18
5844,65.0,0.18
5916,65.0,0.17
5943,65.0,0.17
5978,65.0,0.17
6000,65.0,0.17
6024,65.0,0.16
6044,65.0,0.16
6198,65.0,0.15
6227,65.0,0.15
6307,65.0,0.15
6315,65.0,0.15
6321,65.0,0.15
6338,65.0,0.15
6410,65.0,0.14
6417,65.0,0.14
6451,65.0,0.14
6479,65.0,0.14
6532,65.0,0.14
6534,65.0,0.14
6535,65.0,0.14
6549,65.0,0.14
6583,65.0,0.13
6590,65.0,0.13
6622,65.0,0.13
6681,65.0,0.13
6842,65.0,0.12
6854,65.0,0.12
6869,65.0,0.12
6891,65.0,0.12
6913,65.0,0.12
6976,65.0,0.12
6983,65.0,0.12
7064,65.0,0.11
7155,65.0,0.11
7363,65.0,0.1
7374,65.0,0.1
7375,65.0,0.1
7427,65.0,0.1
7511,65.0,0.09
7517,65.0,0.09
7606,65.0,0.09
7632,65.0,0.09
7716,65.0,0.09
7732,65.0,0.09
7789,65.0,0.08
7867,65.0,0.08
7932,65.0,0.08
8004,65.0,0.08
8032,65.0,0.08
8136,65.0,0.07
8241,65.0,0.07
8247,65.0,0.07
8268,65.0,0.07
8396,65.0,0.06
8408,65.0,0.06
8431,65.0,0.06
8452,65.0,0.06
8468,65.0,0.06
8473,65.0,0.06
8492,65.0,0.06
8542,65.0,0.06
8611,65.0,0.06
8614,65.0,0.06
8646,65.0,0.06
8658,65.0,0.05
8690,65.0,0.05
8836,65.0,0.05
8841,65.0,0.05
8872,65.0,0.05
9019,65.0,0.04
9042,65.0,0.04
9124,65.0,0.04
9141,65.0,0.04
9261,65.0,0.04
9265,65.0,0.04
9410,65.0,0.03
9418,65.0,0.03
9441,65.0,0.03
9475,65.0,0.03
9561,65.0,0.03
9636,65.0,0.03
9704,65.0,0.02
9854,65.0,0.02
9891,65.0,0.02
9907,65.0,0.02
9937,65.0,0.02
9961,65.0,0.02
10059,65.0,0.02
10127,65.0,0.01
10154,65.0,0.01
10160,65.0,0.01
10198,65.0,0.01
10206,65.0,0.01
10316,65.0,0.01
169,66.0,5.42
457,66.0,3.05
648,66.0,2.41
681,66.0,2.34
762,66.0,2.16
1120,66.0,1.58
1362,66.0,1.29
1588,66.0,1.09
1598,66.0,1.09
1630,66.0,1.07
1711,66.0,1.02
1741,66.0,0.99
1772,66.0,0.97
1849,66.0,0.93
1853,66.0,0.93
2079,66.0,0.81
2162,66.0,0.77
2177,66.0,0.76
2300,66.0,0.72
2315,66.0,0.71
2316,66.0,0.71
2350,66.0,0.7
2354,66.0,0.7
2389,66.0,0.68
2420,66.0,0.67
2692,66.0,0.59
2781,66.0,0.57
2798,66.0,0.56
2802,66.0,0.56
2891,66.0,0.54
2976,66.0,0.53
2981,66.0,0.52
3058,66.0,0.51
3099,66.0,0.5
3135,66.0,0.49
3161,66.0,0.49
3235,66.0,0.47
3319,66.0,0.45
3393,66.0,0.44
3466,66.0,0.43
3547,66.0,0.42
3613,66.0,0.41
3649,66.0,0.4
3653,66.0,0.4
3681,66.0,0.39
3687,66.0,0.39
3715,66.0,0.39
3734,66.0,0.39
3825,66.0,0.37
3830,66.0,0.37
3838,66.0,0.37
3857,66.0,0.37
3960,66.0,0.35
3974,66.0,0.35
4009,66.0,0.34
4010,66.0,0.34
4062,66.0,0.33
4114,66.0,0.33
4127,66.0,0.33
4156,66.0,0.32
4162,66.0,0.32
4276,66.0,0.31
4312,66.0,0.31
4323,66.0,0.3
4343,66.0,0.3
4406,66.0,0.29
4499,66.0,0.28
4561,66.0,0.28
4563,66.0,0.28
4594,66.0,0.27
4670,66.0,0.27
4685,66.0,0.27
4747,66.0,0.26
4763,66.0,0.26
4917,66.0,0.25
5044,66.0,0.23
5062,66.0,0.23
5092,66.0,0.23
5098,66.0,0.23
5158,66.0,0.22
5177,66.0,0.22
5193,66.0,0.22
5215,66.0,0.22
5216,66.0,0.22
5273,66.0,0.21
5475,66.0,0.2
5492,66.0,0.2
5574,66.0,0.19
5579,66.0,0.19
5610,66.0,0.19
5691,66.0,0.19
5876,66.0,0.17
5877,66.0,0.17
5883,66.0,0.17
5886,66.0,0.17
6037,66.0,0.16
6061,66.0,0.16
6062,66.0,0.16
6065,66.0,0.16
6098,66.0,0.16
6149,66.0,0.16
6220,66.0,0.15
6286,66.0,0.15
6294,66.0,0.15
6312,66.0,0.15
6317,66.0,0.15
6342,66.0,0.15
6353,66.0,0.14
6386,66.0,0.14
6481,66.0,0.14
6531,66.0,0.14
6559,66.0,0.13
6654,66.0,0.13
6680,66.0,0.13
6807,66.0,0.12
6813,66.0,0.12
6820,66.0,0.12
6876,66.0,0.12
6880,66.0,0.12
6921,66.0,0.12
6933,66.0,0.12
6968,66.0,0.12
6969,66.0,0.12
6998,66.0,0.11
7076,66.0,0.11
7082,66.0,0.11
7152,66.0,0.11
7172,66.0,0.11
7180,66.0,0.11
7244,66.0,0.11
7264,66.0,0.1
7301,66.0,0.1
7310,66.0,0.1
7340,66.0,0.1
7356,66.0,0.1
7474,66.0,0.1
7496,66.0,0.1
7505,66.0,0.09
7575,66.0,0.09
7654,66.0,0.09
7720,66.0,0.09
7743,66.0,0.09
7818,66.0,0.08
7880,66.0,0.08
7926,66.0,0.08
7933,66.0,0.08
7964,66.0,0.08
8025,66.0,0.08
8116,66.0,0.07
8141,66.0,0.07
8325,66.0,0.07
8334,66.0,0.06
8341,66.0,0.06
8350,66.0,0.06
8361,66.0,0.06
8410,66.0,0.06
8463,66.0,0.06
8474,66.0,0.06
8480,66.0,0.06
8484,66.0,0.06
8491,66.0,0.06
8532,66.0,0.06
8678,66.0,0.05
8680,66.0,0.05
8687,66.0,0.05
8717,66.0,0.05
8750,66.0,0.05
8752,66.0,0.05
8780,66.0,0.05
8787,66.0,0.05
8792,66.0,0.05
8870,66.0,0.05
8888,66.0,0.05
9023,66.0,0.04
9063,66.0,0.04
9070,66.0,0.04
9130,66.0,0.04
9135,66.0,0.04
9136,66.0,0.04
9156,66.0,0.04
9230,66.0,0.04
9271,66.0,0.04
9282,66.0,0.04
9345,66.0,0.03
9461,66.0,0.03
9569,66.0,0.03
9601,66.0,0.03
9699,66.0,0.02
9706,66.0,0.02
9715,66.0,0.02
9742,66.0,0.02
9883,66.0,0.02
9886,66.0,0.02
9905,66.0,0.02
10048,66.0,0.02
10070,66.0,0.02
10101,66.0,0.02
10115,66.0,0.02
10138,66.0,0.01
10146,66.0,0.01
10186,66.0,0.01
10196,66.0,0.01
10216,66.0,0.01
156,67.0,5.63
343,67.0,3.66
451,67.0,3.09
499,67.0,2.89
874,67.0,1.95
949,67.0,1.83
1051,67.0,1.67
1182,67.0,1.49
1355,67.0,1.29
1369,67.0,1.28
1542,67.0,1.13
1613,67.0,1.08
1687,67.0,1.03
1728,67.0,1.0
1924,67.0,0.89
2033,67.0,0.84
2197,67.0,0.75
2226,67.0,0.74
2334,67.0,0.7
2342,67.0,0.7
2393,67.0,0.68
2414,67.0,0.67
2425,67.0,0.66
2453,67.0,0.66
2492,67.0,0.64
2513,67.0,0.64
2523,67.0,0.64
2581,67.0,0.62
2627,67.0,0.61
2702,67.0,0.58
2775,67.0,0.57
2779,67.0,0.57
2820,67.0,0.56
2855,67.0,0.55
2868,67.0,0.55
2877,67.0,0.55
2912,67.0,0.54
3036,67.0,0.51
3111,67.0,0.5
3208,67.0,0.47
3268,67.0,0.46
3301,67.0,0.46
3306,67.0,0.46
3637,67.0,0.4
3670,67.0,0.4
3723,67.0,0.39
3813,67.0,0.38
3882,67.0,0.36
3962,67.0,0.35
4033,67.0,0.34
4060,67.0,0.34
4095,67.0,0.33
4168,67.0,0.32
4177,67.0,0.32
4195,67.0,0.32
4291,67.0,0.31
4364,67.0,0.3
4399,67.0,0.29
4401,67.0,0.29
4420,67.0,0.29
4604,67.0,0.27
4631,67.0,0.27
4636,67.0,0.27
4735,67.0,0.26
4761,67.0,0.26
4762,67.0,0.26
4830,67.0,0.25
4892,67.0,0.25
4943,67.0,0.24
4952,67.0,0.24
4961,67.0,0.24
5008,67.0,0.24
5195,67.0,0.22
5227,67.0,0.22
5261,67.0,0.21
5297,67.0,0.21
5332,67.0,0.21
5343,67.0,0.21
5371,67.0,0.21
5416,67.0,0.2
5433,67.0,0.2
5483,67.0,0.2
5529,67.0,0.19
5542,67.0,0.19
5638,67.0,0.19
5640,67.0,0.19
5657,67.0,0.19
5665,67.0,0.19
5799,67.0,0.18
5810,67.0,0.18
5825,67.0,0.18
5839,67.0,0.18
5970,67.0,0.17
6069,67.0,0.16
6078,67.0,0.16
6080,67.0,0.16
6135,67.0,0.16
6145,67.0,0.16
6224,67.0,0.15
6313,67.0,0.15
6409,67.0,0.14
6420,67.0,0.14
6464,67.0,0.14
6514,67.0,0.14
6643,67.0,0.13
6700,67.0,0.13
6705,67.0,0.13
6775,67.0,0.12
6827,67.0,0.12
6995,67.0,0.11
7027,67.0,0.11
7036,67.0,0.11
7053,67.0,0.11
7130,67.0,0.11
7178,67.0,0.11
7214,67.0,0.11
7262,67.0,0.1
7400,67.0,0.1
7432,67.0,0.1
7433,67.0,0.1
7567,67.0,0.09
7645,67.0,0.09
7657,67.0,0.09
7662,67.0,0.09
7679,67.0,0.09
7713,67.0,0.09
7978,67.0,0.08
7980,67.0,0.08
7987,67.0,0.08
8021,67.0,0.08
8038,67.0,0.08
8054,67.0,0.08
8109,67.0,0.07
8131,67.0,0.07
8161,67.0,0.07
8174,67.0,0.07
8193,67.0,0.07
8218,67.0,0.07
8323,67.0,0.07
8383,67.0,0.06
8406,67.0,0.06
8419,67.0,0.06
8515,67.0,0.06
8592,67.0,0.06
8619,67.0,0.06
8728,67.0,0.05
8732,67.0,0.05
8901,67.0,0.05
8990,67.0,0.04
8991,67.0,0.04
9043,67.0,0.04
9048,67.0,0.04
9084,67.0,0.04
9155,67.0,0.04
9157,67.0,0.04
9252,67.0,0.04
9262,67.0,0.04
9263,67.0,0.04
9306,67.0,0.03
9340,67.0,0.03
9392,67.0,0.03
9450,67.0,0.03
9488,67.0,0.03
9645,67.0,0.03
9667,67.0,0.02
9675,67.0,0.02
9743,67.0,0.02
9763,67.0,0.02
9809,67.0,0.02
9830,67.0,0.02
9851,67.0,0.02
9882,67.0,0.02
9913,67.0,0.02
9948,67.0,0.02
9993,67.0,0.02
9997,67.0,0.02
10015,67.0,0.02
10109,67.0,0.02
10112,67.0,0.02
10122,67.0,0.01
10243,67.0,0.01
10345,67.0,0.01
79,68.0,8.38
193,68.0,5.13
209,68.0,4.98
326,68.0,3.79
395,68.0,3.39
702,68.0,2.28
865,68.0,1.97
968,68.0,1.81
1079,68.0,1.65
1169,68.0,1.51
1190,68.0,1.48
1286,68.0,1.36
1351,68.0,1.29
1393,68.0,1.26
1400,68.0,1.25
1466,68.0,1.2
1476,68.0,1.19
1521,68.0,1.15
1590,68.0,1.09
1680,68.0,1.03
1816,68.0,0.95
1918,68.0,0.9
1922,68.0,0.89
1943,68.0,0.88
1968,68.0,0.87
2025,68.0,0.84
2107,68.0,0.8
2147,68.0,0.78
2281,68.0,0.72
2324,68.0,0.71
2345,68.0,0.7
2370,68.0,0.69
2385,68.0,0.68
2418,68.0,0.67
2483,68.0,0.65
2497,68.0,0.64
2539,68.0,0.63
2580,68.0,0.62
2590,68.0,0.61
2644,68.0,0.6
2707,68.0,0.58
2713,68.0,0.58
2819,68.0,0.56
2822,68.0,0.56
2845,68.0,0.55
2852,68.0,0.55
2856,68.0,0.55
2872,68.0,0.55
2971,68.0,0.53
2989,68.0,0.52
2992,68.0,0.52
3000,68.0,0.52
3005,68.0,0.52
3013,68.0,0.52
3065,68.0,0.51
3100,68.0,0.5
3107,68.0,0.5
3198,68.0,0.48
3225,68.0,0.47
3331,68.0,0.45
3353,68.0,0.45
3389,68.0,0.44
3433,68.0,0.43
3453,68.0,0.43
3461,68.0,0.43
3483,68.0,0.42
3491,68.0,0.42
3580,68.0,0.41
3619,68.0,0.4
3634,68.0,0.4
3730,68.0,0.39
3744,68.0,0.39
3780,68.0,0.38
3812,68.0,0.38
3860,68.0,0.37
3868,68.0,0.37
3897,68.0,0.36
3946,68.0,0.35
3980,68.0,0.35
4087,68.0,0.33
4166,68.0,0.32
4205,68.0,0.32
4270,68.0,0.31
4327,68.0,0.3
4367,68.0,0.3
4387,68.0,0.29
4427,68.0,0.29
4448,68.0,0.29
4450,68.0,0.29
4518,68.0,0.28
4537,68.0,0.28
4605,68.0,0.27
4658,68.0,0.27
4666,68.0,0.27
4721,68.0,0.26
4742,68.0,0.26
4772,68.0,0.26
4797,68.0,0.26
4856,68.0,0.25
4931,68.0,0.24
4968,68.0,0.24
4997,68.0,0.24
5049,68.0,0.23
5051,68.0,0.23
5187,68.0,0.22
5258,68.0,0.22
5274,68.0,0.21
5287,68.0,0.21
5310,68.0,0.21
5372,68.0,0.21
5373,68.0,0.21
5383,68.0,0.21
5406,68.0,0.2
5447,68.0,0.2
5460,68.0,0.2
5467,68.0,0.2
5533,68.0,0.19
5548,68.0,0.19
5613,68.0,0.19
5627,68.0,0.19
5646,68.0,0.19
5675,68.0,0.19
5679,68.0,0.19
5717,68.0,0.18
5780,68.0,0.18
5811,68.0,0.18
5826,68.0,0.18
5864,68.0,0.17
5914,68.0,0.17
5931,68.0,0.17
5959,68.0,0.17
5982,68.0,0.17
6007,68.0,0.17
6034,68.0,0.16
6074,68.0,0.16
6155,68.0,0.16
6308,68.0,0.15
6325,68.0,0.15
6331,68.0,0.15
6363,68.0,0.14
6398,68.0,0.14
6415,68.0,0.14
6453,68.0,0.14
6490,68.0,0.14
6523,68.0,0.14
6550,68.0,0.14
6687,68.0,0.13
6701,68.0,0.13
6727,68.0,0.13
6734,68.0,0.13
6736,68.0,0.13
6810,68.0,0.12
6815,68.0,0.12
6838,68.0,0.12
6852,68.0,0.12
6923,68.0,0.12
6950,68.0,0.12
6973,68.0,0.12
6990,68.0,0.11
6996,68.0,0.11
7021,68.0,0.11
7023,68.0,0.11
7060,68.0,0.11
7084,68.0,0.11
7100,68.0,0.11
7102,68.0,0.11
7230,68.0,0.11
7280,68.0,0.1
7331,68.0,0.1
7366,68.0,0.1
7387,68.0,0.1
7435,68.0,0.1
7466,68.0,0.1
7526,68.0,0.09
7610,68.0,0.09
7712,68.0,0.09
7921,68.0,0.08
7950,68.0,0.08
8114,68.0,0.07
8365,68.0,0.06
8389,68.0,0.06
8407,68.0,0.06
8422,68.0,0.06
8423,68.0,0.06
8437,68.0,0.06
8528,68.0,0.06
8595,68.0,0.06
8617,68.0,0.06
8634,68.0,0.06
8638,68.0,0.06
8713,68.0,0.05
8778,68.0,0.05
8807,68.0,0.05
8824,68.0,0.05
8895,68.0,0.05
9028,68.0,0.04
9058,68.0,0.04
9072,68.0,0.04
9079,68.0,0.04
9123,68.0,0.04
9150,68.0,0.04
9165,68.0,0.04
9226,68.0,0.04
9250,68.0,0.04
9251,68.0,0.04
9291,68.0,0.04
9332,68.0,0.03
9473,68.0,0.03
9486,68.0,0.03
9532,68.0,0.03
9555,68.0,0.03
9571,68.0,0.03
9608,68.0,0.03
9616,68.0,0.03
9779,68.0,0.02
9817,68.0,0.02
9889,68.0,0.02
9921,68.0,0.02
10096,68.0,0.02
551,69.0,2.73
719,69.0,2.24
764,69.0,2.15
804,69.0,2.08
873,69.0,1.95
911,69.0,1.89
1103,69.0,1.6
1116,69.0,1.58
1151,69.0,1.54
1170,69.0,1.51
1264,69.0,1.39
1338,69.0,1.31
1373,69.0,1.27
1388,69.0,1.27
1408,69.0,1.25
1447,69.0,1.21
1514,69.0,1.15
1566,69.0,1.11
1572,69.0,1.11
1614,69.0,1.08
1798,69.0,0.95
1912,69.0,0.9
1964,69.0,0.87
1969,69.0,0.87
1972,69.0,0.87
2050,69.0,0.83
2135,69.0,0.79
2168,69.0,0.77
2176,69.0,0.76
2210,69.0,0.75
2219,69.0,0.75
2228,69.0,0.74
2402,69.0,0.68
2421,69.0,0.66
2437,69.0,0.66
2463,69.0,0.66
2660,69.0,0.6
2667,69.0,0.6
2778,69.0,0.57
2906,69.0,0.54
2944,69.0,0.53
2954,69.0,0.53
2964,69.0,0.53
2984,69.0,0.52
3021,69.0,0.52
3042,69.0,0.51
3113,69.0,0.5
3134,69.0,0.49
3158,69.0,0.49
3220,69.0,0.47
3233,69.0,0.47
3256,69.0,0.47
3264,69.0,0.46
3270,69.0,0.46
3332,69.0,0.45
3333,69.0,0.45
3336,69.0,0.45
3376,69.0,0.44
3394,69.0,0.44
3428,69.0,0.43
3501,69.0,0.42
3528,69.0,0.42
3567,69.0,0.41
3598,69.0,0.41
3612,69.0,0.41
3694,69.0,0.39
3709,69.0,0.39
3884,69.0,0.36
3895,69.0,0.36
3939,69.0,0.35
3945,69.0,0.35
3984,69.0,0.35
4000,69.0,0.34
4004,69.0,0.34
4035,69.0,0.34
4037,69.0,0.34
4056,69.0,0.34
4078,69.0,0.33
4108,69.0,0.33
4121,69.0,0.33
4148,69.0,0.32
4285,69.0,0.31
4342,69.0,0.3
4372,69.0,0.3
4409,69.0,0.29
4432,69.0,0.29
4435,69.0,0.29
4490,69.0,0.28
4496,69.0,0.28
4525,69.0,0.28
4528,69.0,0.28
4533,69.0,0.28
4596,69.0,0.27
4634,69.0,0.27
4642,69.0,0.27
4643,69.0,0.27
4672,69.0,0.27
4698,69.0,0.27
4813,69.0,0.25
4822,69.0,0.25
4873,69.0,0.25
5020,69.0,0.24
5076,69.0,0.23
5165,69.0,0.22
5189,69.0,0.22
5214,69.0,0.22
5225,69.0,0.22
5254,69.0,0.22
5277,69.0,0.21
5286,69.0,0.21
5337,69.0,0.21
5347,69.0,0.21
5385,69.0,0.21
5409,69.0,0.2
5411,69.0,0.2
5543,69.0,0.19
5566,69.0,0.19
5593,69.0,0.19
5602,69.0,0.19
5682,69.0,0.19
5690,69.0,0.19
5712,69.0,0.18
5759,69.0,0.18
5770,69.0,0.18
5804,69.0,0.18
5898,69.0,0.17
5909,69.0,0.17
5912,69.0,0.17
5952,69.0,0.17
6031,69.0,0.16
6042,69.0,0.16
6115,69.0,0.16
6285,69.0,0.15
6332,69.0,0.15
6372,69.0,0.14
6440,69.0,0.14
6540,69.0,0.14
6563,69.0,0.13
6608,69.0,0.13
6623,69.0,0.13
6755,69.0,0.13
6828,69.0,0.12
6888,69.0,0.12
6906,69.0,0.12
6910,69.0,0.12
7016,69.0,0.11
7070,69.0,0.11
7162,69.0,0.11
7170,69.0,0.11
7208,69.0,0.11
7281,69.0,0.1
7402,69.0,0.1
7403,69.0,0.1
7619,69.0,0.09
7626,69.0,0.09
7650,69.0,0.09
7659,69.0,0.09
7661,69.0,0.09
7756,69.0,0.09
7823,69.0,0.08
7833,69.0,0.08
7835,69.0,0.08
7845,69.0,0.08
7886,69.0,0.08
7895,69.0,0.08
7947,69.0,0.08
7974,69.0,0.08
8015,69.0,0.08
8034,69.0,0.08
8121,69.0,0.07
8158,69.0,0.07
8185,69.0,0.07
8276,69.0,0.07
8281,69.0,0.07
8305,69.0,0.07
8340,69.0,0.06
8369,69.0,0.06
8530,69.0,0.06
8540,69.0,0.06
8574,69.0,0.06
8623,69.0,0.06
8673,69.0,0.05
8756,69.0,0.05
8784,69.0,0.05
8813,69.0,0.05
8885,69.0,0.05
8889,69.0,0.05
8938,69.0,0.05
8963,69.0,0.05
9025,69.0,0.04
9076,69.0,0.04
9085,69.0,0.04
9147,69.0,0.04
9151,69.0,0.04
9224,69.0,0.04
9228,69.0,0.04
9238,69.0,0.04
9247,69.0,0.04
9371,69.0,0.03
9551,69.0,0.03
9559,69.0,0.03
9650,69.0,0.03
9792,69.0,0.02
9828,69.0,0.02
9840,69.0,0.02
9850,69.0,0.02
9868,69.0,0.02
9903,69.0,0.02
10004,69.0,0.02
10171,69.0,0.01
10239,69.0,0.01
10259,69.0,0.01
10268,69.0,0.01
10279,69.0,0.01
10309,69.0,0.01
304,70.0,3.96
360,70.0,3.58
389,70.0,3.42
458,70.0,3.05
625,70.0,2.47
846,70.0,2.02
913,70.0,1.89
937,70.0,1.86
955,70.0,1.83
1001,70.0,1.76
1085,70.0,1.63
1211,70.0,1.45
1331,70.0,1.32
1425,70.0,1.23
1432,70.0,1.23
1444,70.0,1.21
1464,70.0,1.2
1487,70.0,1.17
1502,70.0,1.16
1562,70.0,1.12
1611,70.0,1.08
1627,70.0,1.07
1662,70.0,1.05
1700,70.0,1.02
1713,70.0,1.02
1743,70.0,0.99
1745,70.0,0.99
1795,70.0,0.96
1819,70.0,0.94
1837,70.0,0.93
1841,70.0,0.93
1877,70.0,0.91
1903,70.0,0.9
1904,70.0,0.9
1906,70.0,0.9
1940,70.0,0.89
1941,70.0,0.89
2055,70.0,0.82
2084,70.0,0.81
2123,70.0,0.79
2164,70.0,0.77
2165,70.0,0.77
2227,70.0,0.74
2279,70.0,0.72
2364,70.0,0.69
2388,70.0,0.68
2439,70.0,0.66
2442,70.0,0.66
2464,70.0,0.65
2542,70.0,0.63
2568,70.0,0.62
2583,70.0,0.62
