"idgames","user_score","global_sales"
4253,7.5,0.31
4322,7.5,0.3
4349,7.5,0.3
4361,7.5,0.3
4471,7.5,0.29
4503,7.5,0.28
4519,7.5,0.28
4541,7.5,0.28
4543,7.5,0.28
4550,7.5,0.28
4573,7.5,0.28
4608,7.5,0.27
4635,7.5,0.27
4651,7.5,0.27
4718,7.5,0.26
4784,7.5,0.26
4815,7.5,0.25
4833,7.5,0.25
4877,7.5,0.25
4888,7.5,0.25
4943,7.5,0.24
5028,7.5,0.24
5040,7.5,0.23
5057,7.5,0.23
5059,7.5,0.23
5064,7.5,0.23
5117,7.5,0.23
5289,7.5,0.21
5292,7.5,0.21
5307,7.5,0.21
5387,7.5,0.21
5409,7.5,0.2
5424,7.5,0.2
5427,7.5,0.2
5503,7.5,0.2
5517,7.5,0.2
5531,7.5,0.19
5584,7.5,0.19
5596,7.5,0.19
5635,7.5,0.19
5643,7.5,0.19
5651,7.5,0.19
5682,7.5,0.19
5705,7.5,0.18
5734,7.5,0.18
5742,7.5,0.18
5772,7.5,0.18
5778,7.5,0.18
5793,7.5,0.18
5800,7.5,0.18
5961,7.5,0.17
6027,7.5,0.16
6033,7.5,0.16
6110,7.5,0.16
6119,7.5,0.16
6184,7.5,0.15
6187,7.5,0.15
6198,7.5,0.15
6199,7.5,0.15
6215,7.5,0.15
6229,7.5,0.15
6234,7.5,0.15
6350,7.5,0.15
6382,7.5,0.14
6446,7.5,0.14
6479,7.5,0.14
6524,7.5,0.14
6543,7.5,0.14
6634,7.5,0.13
6648,7.5,0.13
6700,7.5,0.13
6734,7.5,0.13
6810,7.5,0.12
6963,7.5,0.12
6991,7.5,0.11
7046,7.5,0.11
7063,7.5,0.11
7080,7.5,0.11
7173,7.5,0.11
7198,7.5,0.11
7244,7.5,0.11
7309,7.5,0.1
7365,7.5,0.1
7374,7.5,0.1
7386,7.5,0.1
7399,7.5,0.1
7467,7.5,0.1
7521,7.5,0.09
7523,7.5,0.09
7681,7.5,0.09
7709,7.5,0.09
7741,7.5,0.09
7776,7.5,0.08
7837,7.5,0.08
7920,7.5,0.08
7958,7.5,0.08
8001,7.5,0.08
8063,7.5,0.07
8220,7.5,0.07
8328,7.5,0.07
8367,7.5,0.06
8380,7.5,0.06
8409,7.5,0.06
8536,7.5,0.06
8574,7.5,0.06
8712,7.5,0.05
8866,7.5,0.05
8885,7.5,0.05
8894,7.5,0.05
8897,7.5,0.05
9003,7.5,0.04
9045,7.5,0.04
9157,7.5,0.04
9204,7.5,0.04
9249,7.5,0.04
9304,7.5,0.03
9308,7.5,0.03
9327,7.5,0.03
9356,7.5,0.03
9375,7.5,0.03
9377,7.5,0.03
9453,7.5,0.03
9494,7.5,0.03
9515,7.5,0.03
9593,7.5,0.03
9625,7.5,0.03
9655,7.5,0.03
9823,7.5,0.02
9836,7.5,0.02
9897,7.5,0.02
9930,7.5,0.02
10025,7.5,0.02
10120,7.5,0.02
10216,7.5,0.01
10265,7.5,0.01
10279,7.5,0.01
10297,7.5,0.01
10298,7.5,0.01
10302,7.5,0.01
10327,7.5,0.01
85,7.6,8.01
91,7.6,7.69
100,7.6,7.38
148,7.6,5.95
170,7.6,5.39
193,7.6,5.13
230,7.6,4.62
305,7.6,3.95
338,7.6,3.7
351,7.6,3.62
352,7.6,3.62
432,7.6,3.17
524,7.6,2.8
545,7.6,2.76
587,7.6,2.61
666,7.6,2.37
730,7.6,2.22
761,7.6,2.16
764,7.6,2.15
799,7.6,2.08
860,7.6,1.98
887,7.6,1.94
974,7.6,1.8
983,7.6,1.78
1022,7.6,1.72
1080,7.6,1.64
1119,7.6,1.58
1160,7.6,1.52
1163,7.6,1.52
1228,7.6,1.43
1362,7.6,1.29
1406,7.6,1.25
1454,7.6,1.21
1489,7.6,1.17
1504,7.6,1.16
1507,7.6,1.16
1549,7.6,1.12
1550,7.6,1.12
1565,7.6,1.11
1590,7.6,1.09
1629,7.6,1.07
1663,7.6,1.05
1686,7.6,1.03
1708,7.6,1.02
1737,7.6,0.99
1764,7.6,0.97
1773,7.6,0.97
1775,7.6,0.97
1802,7.6,0.95
1829,7.6,0.94
1893,7.6,0.9
1897,7.6,0.9
1909,7.6,0.9
1917,7.6,0.9
1958,7.6,0.88
2003,7.6,0.85
2028,7.6,0.84
2035,7.6,0.84
2053,7.6,0.83
2068,7.6,0.82
2081,7.6,0.81
2083,7.6,0.81
2095,7.6,0.8
2191,7.6,0.76
2192,7.6,0.76
2216,7.6,0.75
2352,7.6,0.7
2359,7.6,0.7
2377,7.6,0.69
2490,7.6,0.64
2539,7.6,0.63
2601,7.6,0.61
2645,7.6,0.6
2647,7.6,0.6
2661,7.6,0.6
2724,7.6,0.58
2726,7.6,0.58
2800,7.6,0.56
2808,7.6,0.56
2815,7.6,0.56
2822,7.6,0.56
2871,7.6,0.55
2954,7.6,0.53
3041,7.6,0.51
3075,7.6,0.5
3127,7.6,0.49
3131,7.6,0.49
3135,7.6,0.49
3159,7.6,0.49
3193,7.6,0.48
3214,7.6,0.47
3219,7.6,0.47
3259,7.6,0.46
3281,7.6,0.46
3286,7.6,0.46
3355,7.6,0.45
3391,7.6,0.44
3464,7.6,0.43
3477,7.6,0.43
3519,7.6,0.42
3536,7.6,0.42
3590,7.6,0.41
3604,7.6,0.41
3612,7.6,0.41
3689,7.6,0.39
3714,7.6,0.39
3715,7.6,0.39
3739,7.6,0.39
3743,7.6,0.39
3754,7.6,0.38
3772,7.6,0.38
3778,7.6,0.38
3870,7.6,0.37
3922,7.6,0.36
3941,7.6,0.35
3976,7.6,0.35
4008,7.6,0.34
4019,7.6,0.34
4033,7.6,0.34
4081,7.6,0.33
4090,7.6,0.33
4108,7.6,0.33
4140,7.6,0.33
4177,7.6,0.32
4213,7.6,0.32
4247,7.6,0.32
4364,7.6,0.3
4413,7.6,0.29
4516,7.6,0.28
4572,7.6,0.28
4617,7.6,0.27
4672,7.6,0.27
4735,7.6,0.26
4785,7.6,0.26
4939,7.6,0.24
5151,7.6,0.22
5187,7.6,0.22
5310,7.6,0.21
5332,7.6,0.21
5356,7.6,0.21
5426,7.6,0.2
5432,7.6,0.2
5433,7.6,0.2
5561,7.6,0.19
5639,7.6,0.19
5649,7.6,0.19
5760,7.6,0.18
5782,7.6,0.18
5812,7.6,0.18
5816,7.6,0.18
5839,7.6,0.18
5891,7.6,0.17
5944,7.6,0.17
5978,7.6,0.17
5981,7.6,0.17
5989,7.6,0.17
6074,7.6,0.16
6105,7.6,0.16
6206,7.6,0.15
6265,7.6,0.15
6273,7.6,0.15
6345,7.6,0.15
6462,7.6,0.14
6492,7.6,0.14
6504,7.6,0.14
6572,7.6,0.13
6635,7.6,0.13
6675,7.6,0.13
6855,7.6,0.12
6914,7.6,0.12
7036,7.6,0.11
7061,7.6,0.11
7065,7.6,0.11
7316,7.6,0.1
7336,7.6,0.1
7359,7.6,0.1
7463,7.6,0.1
7568,7.6,0.09
7574,7.6,0.09
7650,7.6,0.09
7688,7.6,0.09
7733,7.6,0.09
7780,7.6,0.08
7832,7.6,0.08
7908,7.6,0.08
7982,7.6,0.08
8259,7.6,0.07
8305,7.6,0.07
8419,7.6,0.06
8450,7.6,0.06
8457,7.6,0.06
8468,7.6,0.06
8581,7.6,0.06
8583,7.6,0.06
8831,7.6,0.05
8834,7.6,0.05
9043,7.6,0.04
9183,7.6,0.04
9233,7.6,0.04
9440,7.6,0.03
9454,7.6,0.03
9603,7.6,0.03
9709,7.6,0.02
9717,7.6,0.02
9827,7.6,0.02
9935,7.6,0.02
9965,7.6,0.02
9976,7.6,0.02
9977,7.6,0.02
9994,7.6,0.02
10039,7.6,0.02
10044,7.6,0.02
10066,7.6,0.02
10115,7.6,0.02
10122,7.6,0.01
10153,7.6,0.01
10162,7.6,0.01
10236,7.6,0.01
10303,7.6,0.01
10344,7.6,0.01
13,7.7,22.7
117,7.7,6.75
160,7.7,5.54
223,7.7,4.73
227,7.7,4.68
283,7.7,4.14
298,7.7,4.04
355,7.7,3.61
421,7.7,3.23
433,7.7,3.17
463,7.7,3.03
502,7.7,2.89
505,7.7,2.87
539,7.7,2.78
540,7.7,2.77
565,7.7,2.67
573,7.7,2.65
583,7.7,2.62
593,7.7,2.58
626,7.7,2.47
629,7.7,2.47
692,7.7,2.29
841,7.7,2.03
843,7.7,2.03
846,7.7,2.02
873,7.7,1.95
880,7.7,1.94
925,7.7,1.87
989,7.7,1.76
1023,7.7,1.72
1096,7.7,1.62
1177,7.7,1.5
1184,7.7,1.49
1210,7.7,1.46
1261,7.7,1.4
1352,7.7,1.29
1395,7.7,1.26
1416,7.7,1.24
1420,7.7,1.24
1434,7.7,1.23
1446,7.7,1.21
1456,7.7,1.21
1470,7.7,1.19
1483,7.7,1.18
1535,7.7,1.14
1571,7.7,1.11
1572,7.7,1.11
1621,7.7,1.07
1645,7.7,1.06
1670,7.7,1.04
1678,7.7,1.03
1690,7.7,1.03
1712,7.7,1.02
1725,7.7,1.01
1761,7.7,0.98
1801,7.7,0.95
1811,7.7,0.95
1823,7.7,0.94
1871,7.7,0.92
1967,7.7,0.87
2007,7.7,0.85
2010,7.7,0.85
2128,7.7,0.79
2139,7.7,0.78
2150,7.7,0.78
2224,7.7,0.74
2257,7.7,0.73
2261,7.7,0.73
2263,7.7,0.73
2289,7.7,0.72
2328,7.7,0.71
2381,7.7,0.69
2417,7.7,0.67
2430,7.7,0.66
2493,7.7,0.64
2497,7.7,0.64
2500,7.7,0.64
2509,7.7,0.64
2514,7.7,0.64
2520,7.7,0.64
2533,7.7,0.63
2536,7.7,0.63
2552,7.7,0.63
2562,7.7,0.62
2628,7.7,0.61
2631,7.7,0.6
2694,7.7,0.59
2702,7.7,0.58
2716,7.7,0.58
2783,7.7,0.57
2861,7.7,0.55
2873,7.7,0.55
2941,7.7,0.53
2960,7.7,0.53
2971,7.7,0.53
2975,7.7,0.53
3030,7.7,0.51
3033,7.7,0.51
3056,7.7,0.51
3085,7.7,0.5
3143,7.7,0.49
3144,7.7,0.49
3155,7.7,0.49
3163,7.7,0.49
3178,7.7,0.48
3273,7.7,0.46
3352,7.7,0.45
3356,7.7,0.45
3383,7.7,0.44
3415,7.7,0.44
3494,7.7,0.42
3506,7.7,0.42
3575,7.7,0.41
3740,7.7,0.39
3804,7.7,0.38
3866,7.7,0.37
3867,7.7,0.37
3926,7.7,0.36
4064,7.7,0.33
4078,7.7,0.33
4115,7.7,0.33
4117,7.7,0.33
4119,7.7,0.33
4201,7.7,0.32
4262,7.7,0.31
4340,7.7,0.3
4362,7.7,0.3
4406,7.7,0.29
4416,7.7,0.29
4438,7.7,0.29
4482,7.7,0.29
4576,7.7,0.28
4581,7.7,0.28
4674,7.7,0.27
4797,7.7,0.26
4824,7.7,0.25
4902,7.7,0.25
4955,7.7,0.24
4958,7.7,0.24
4961,7.7,0.24
4981,7.7,0.24
5003,7.7,0.24
5092,7.7,0.23
5188,7.7,0.22
5286,7.7,0.21
5297,7.7,0.21
5301,7.7,0.21
5365,7.7,0.21
5463,7.7,0.2
5690,7.7,0.19
5740,7.7,0.18
5794,7.7,0.18
5834,7.7,0.18
5946,7.7,0.17
6050,7.7,0.16
6065,7.7,0.16
6130,7.7,0.16
6175,7.7,0.15
6180,7.7,0.15
6226,7.7,0.15
6299,7.7,0.15
6338,7.7,0.15
6371,7.7,0.14
6381,7.7,0.14
6461,7.7,0.14
6541,7.7,0.14
6716,7.7,0.13
6771,7.7,0.12
6800,7.7,0.12
6807,7.7,0.12
6832,7.7,0.12
6899,7.7,0.12
6937,7.7,0.12
6944,7.7,0.12
6950,7.7,0.12
6981,7.7,0.12
7034,7.7,0.11
7053,7.7,0.11
7060,7.7,0.11
7097,7.7,0.11
7106,7.7,0.11
7273,7.7,0.1
7402,7.7,0.1
7410,7.7,0.1
7427,7.7,0.1
7480,7.7,0.1
7489,7.7,0.1
7526,7.7,0.09
7608,7.7,0.09
7610,7.7,0.09
7701,7.7,0.09
7737,7.7,0.09
7749,7.7,0.09
7773,7.7,0.08
7791,7.7,0.08
7806,7.7,0.08
7810,7.7,0.08
7947,7.7,0.08
7962,7.7,0.08
7984,7.7,0.08
7999,7.7,0.08
8022,7.7,0.08
8093,7.7,0.07
8107,7.7,0.07
8243,7.7,0.07
8269,7.7,0.07
8272,7.7,0.07
8362,7.7,0.06
8401,7.7,0.06
8588,7.7,0.06
8604,7.7,0.06
8762,7.7,0.05
8869,7.7,0.05
8880,7.7,0.05
8893,7.7,0.05
8921,7.7,0.05
9025,7.7,0.04
9063,7.7,0.04
9103,7.7,0.04
9104,7.7,0.04
9111,7.7,0.04
9142,7.7,0.04
9177,7.7,0.04
9202,7.7,0.04
9221,7.7,0.04
9283,7.7,0.04
9288,7.7,0.04
9354,7.7,0.03
9517,7.7,0.03
9606,7.7,0.03
9686,7.7,0.02
9691,7.7,0.02
9706,7.7,0.02
9794,7.7,0.02
9803,7.7,0.02
9842,7.7,0.02
10123,7.7,0.01
10154,7.7,0.01
10190,7.7,0.01
10244,7.7,0.01
44,7.8,12.12
61,7.8,10.12
74,7.8,8.91
140,7.8,6.21
162,7.8,5.49
274,7.8,4.21
363,7.8,3.54
408,7.8,3.31
445,7.8,3.11
446,7.8,3.11
455,7.8,3.07
482,7.8,2.96
483,7.8,2.96
489,7.8,2.94
509,7.8,2.85
556,7.8,2.7
579,7.8,2.63
597,7.8,2.57
607,7.8,2.54
644,7.8,2.42
715,7.8,2.24
776,7.8,2.13
810,7.8,2.07
859,7.8,1.98
911,7.8,1.89
913,7.8,1.89
943,7.8,1.85
1037,7.8,1.69
1059,7.8,1.67
1092,7.8,1.62
1107,7.8,1.6
1146,7.8,1.55
1155,7.8,1.53
1165,7.8,1.51
1166,7.8,1.51
1187,7.8,1.48
1189,7.8,1.48
1195,7.8,1.48
1214,7.8,1.45
1233,7.8,1.42
1236,7.8,1.42
1269,7.8,1.38
1287,7.8,1.36
1313,7.8,1.34
1341,7.8,1.31
1358,7.8,1.29
1418,7.8,1.24
1435,7.8,1.23
1441,7.8,1.22
1445,7.8,1.21
1476,7.8,1.19
1541,7.8,1.13
1544,7.8,1.13
1623,7.8,1.07
1735,7.8,0.99
1804,7.8,0.95
1820,7.8,0.94
1826,7.8,0.94
1832,7.8,0.94
1850,7.8,0.93
1866,7.8,0.92
1875,7.8,0.92
1914,7.8,0.9
1935,7.8,0.89
1937,7.8,0.89
1948,7.8,0.88
1951,7.8,0.88
1960,7.8,0.88
2023,7.8,0.84
2026,7.8,0.84
2045,7.8,0.83
2052,7.8,0.83
2057,7.8,0.82
2098,7.8,0.8
2126,7.8,0.79
2147,7.8,0.78
2195,7.8,0.76
2203,7.8,0.75
2206,7.8,0.75
2214,7.8,0.75
2243,7.8,0.74
2317,7.8,0.71
2326,7.8,0.71
2335,7.8,0.7
2401,7.8,0.68
2440,7.8,0.66
2448,7.8,0.66
2459,7.8,0.66
2461,7.8,0.66
2476,7.8,0.65
2477,7.8,0.65
2582,7.8,0.62
2637,7.8,0.6
2685,7.8,0.59
2695,7.8,0.59
2712,7.8,0.58
2720,7.8,0.58
2738,7.8,0.58
2745,7.8,0.57
2772,7.8,0.57
2806,7.8,0.56
2820,7.8,0.56
2824,7.8,0.56
2841,7.8,0.56
2855,7.8,0.55
2889,7.8,0.54
2895,7.8,0.54
2964,7.8,0.53
2986,7.8,0.52
3002,7.8,0.52
3009,7.8,0.52
3010,7.8,0.52
3034,7.8,0.51
3046,7.8,0.51
3063,7.8,0.51
3074,7.8,0.5
3093,7.8,0.5
3115,7.8,0.5
3170,7.8,0.48
3191,7.8,0.48
3250,7.8,0.47
3325,7.8,0.45
3372,7.8,0.44
3419,7.8,0.44
3432,7.8,0.43
3454,7.8,0.43
3466,7.8,0.43
3497,7.8,0.42
3568,7.8,0.41
3602,7.8,0.41
3631,7.8,0.4
3653,7.8,0.4
3762,7.8,0.38
3774,7.8,0.38
3809,7.8,0.38
3830,7.8,0.37
3832,7.8,0.37
3862,7.8,0.37
3887,7.8,0.36
3960,7.8,0.35
3967,7.8,0.35
3990,7.8,0.35
4070,7.8,0.33
4122,7.8,0.33
4148,7.8,0.32
4174,7.8,0.32
4194,7.8,0.32
4202,7.8,0.32
4258,7.8,0.31
4305,7.8,0.31
4314,7.8,0.31
4317,7.8,0.3
4439,7.8,0.29
4446,7.8,0.29
4529,7.8,0.28
4530,7.8,0.28
4546,7.8,0.28
4580,7.8,0.28
4621,7.8,0.27
4737,7.8,0.26
4790,7.8,0.26
4813,7.8,0.25
4876,7.8,0.25
4933,7.8,0.24
4941,7.8,0.24
5009,7.8,0.24
5065,7.8,0.23
5072,7.8,0.23
5078,7.8,0.23
5109,7.8,0.23
5132,7.8,0.23
5155,7.8,0.22
5168,7.8,0.22
5170,7.8,0.22
5186,7.8,0.22
5204,7.8,0.22
5227,7.8,0.22
5252,7.8,0.22
5253,7.8,0.22
5316,7.8,0.21
5323,7.8,0.21
5377,7.8,0.21
5380,7.8,0.21
5393,7.8,0.21
5398,7.8,0.2
5421,7.8,0.2
5526,7.8,0.2
5603,7.8,0.19
5608,7.8,0.19
5617,7.8,0.19
5712,7.8,0.18
5721,7.8,0.18
5735,7.8,0.18
5755,7.8,0.18
5776,7.8,0.18
5796,7.8,0.18
5844,7.8,0.18
5855,7.8,0.18
5887,7.8,0.17
6029,7.8,0.16
6055,7.8,0.16
6086,7.8,0.16
6120,7.8,0.16
6133,7.8,0.16
6135,7.8,0.16
6142,7.8,0.16
6145,7.8,0.16
6150,7.8,0.16
6188,7.8,0.15
6205,7.8,0.15
6251,7.8,0.15
6263,7.8,0.15
6290,7.8,0.15
6310,7.8,0.15
6354,7.8,0.14
6370,7.8,0.14
6419,7.8,0.14
6502,7.8,0.14
6536,7.8,0.14
6571,7.8,0.13
6586,7.8,0.13
6615,7.8,0.13
6626,7.8,0.13
6676,7.8,0.13
6705,7.8,0.13
6733,7.8,0.13
6755,7.8,0.13
6756,7.8,0.13
6782,7.8,0.12
6792,7.8,0.12
6804,7.8,0.12
6930,7.8,0.12
6932,7.8,0.12
7081,7.8,0.11
7162,7.8,0.11
7176,7.8,0.11
7245,7.8,0.11
7255,7.8,0.11
7257,7.8,0.1
7262,7.8,0.1
7292,7.8,0.1
7357,7.8,0.1
7369,7.8,0.1
7375,7.8,0.1
7413,7.8,0.1
7497,7.8,0.1
7516,7.8,0.09
7522,7.8,0.09
7540,7.8,0.09
7572,7.8,0.09
7609,7.8,0.09
7618,7.8,0.09
7807,7.8,0.08
7821,7.8,0.08
7824,7.8,0.08
7851,7.8,0.08
7854,7.8,0.08
7883,7.8,0.08
7892,7.8,0.08
7917,7.8,0.08
7926,7.8,0.08
7948,7.8,0.08
8091,7.8,0.07
8136,7.8,0.07
8178,7.8,0.07
8204,7.8,0.07
8210,7.8,0.07
8223,7.8,0.07
8240,7.8,0.07
8242,7.8,0.07
8309,7.8,0.07
8343,7.8,0.06
8361,7.8,0.06
8378,7.8,0.06
8413,7.8,0.06
8423,7.8,0.06
8443,7.8,0.06
8522,7.8,0.06
8528,7.8,0.06
8554,7.8,0.06
8564,7.8,0.06
8596,7.8,0.06
8602,7.8,0.06
8611,7.8,0.06
8699,7.8,0.05
8718,7.8,0.05
8753,7.8,0.05
8786,7.8,0.05
8789,7.8,0.05
8795,7.8,0.05
8836,7.8,0.05
8838,7.8,0.05
8839,7.8,0.05
8891,7.8,0.05
8913,7.8,0.05
8920,7.8,0.05
8937,7.8,0.05
8974,7.8,0.05
9032,7.8,0.04
9141,7.8,0.04
9144,7.8,0.04
9194,7.8,0.04
9230,7.8,0.04
9338,7.8,0.03
9340,7.8,0.03
9410,7.8,0.03
9425,7.8,0.03
9426,7.8,0.03
9434,7.8,0.03
9461,7.8,0.03
9472,7.8,0.03
9575,7.8,0.03
9623,7.8,0.03
9629,7.8,0.03
9693,7.8,0.02
9775,7.8,0.02
9783,7.8,0.02
9863,7.8,0.02
9899,7.8,0.02
10023,7.8,0.02
10036,7.8,0.02
10068,7.8,0.02
10148,7.8,0.01
10167,7.8,0.01
19,7.9,20.15
51,7.9,11.01
64,7.9,9.86
165,7.9,5.48
171,7.9,5.38
238,7.9,4.53
239,7.9,4.53
243,7.9,4.48
248,7.9,4.42
288,7.9,4.09
320,7.9,3.84
335,7.9,3.71
346,7.9,3.65
349,7.9,3.63
366,7.9,3.53
371,7.9,3.51
397,7.9,3.38
410,7.9,3.3
451,7.9,3.09
452,7.9,3.08
456,7.9,3.06
529,7.9,2.79
541,7.9,2.77
577,7.9,2.65
605,7.9,2.56
610,7.9,2.52
647,7.9,2.42
688,7.9,2.31
720,7.9,2.24
743,7.9,2.2
760,7.9,2.16
792,7.9,2.09
797,7.9,2.09
816,7.9,2.06
858,7.9,1.99
936,7.9,1.86
941,7.9,1.85
945,7.9,1.84
962,7.9,1.82
975,7.9,1.8
1018,7.9,1.73
1025,7.9,1.71
1047,7.9,1.68
1048,7.9,1.68
1052,7.9,1.67
1058,7.9,1.67
1061,7.9,1.67
1062,7.9,1.67
1075,7.9,1.65
1095,7.9,1.62
1099,7.9,1.62
1117,7.9,1.58
1131,7.9,1.57
1157,7.9,1.53
1179,7.9,1.49
1206,7.9,1.46
1207,7.9,1.46
1225,7.9,1.43
1242,7.9,1.42
1243,7.9,1.42
1265,7.9,1.38
1303,7.9,1.35
1306,7.9,1.34
1360,7.9,1.29
1387,7.9,1.27
1478,7.9,1.19
1481,7.9,1.18
1493,7.9,1.17
1503,7.9,1.16
1518,7.9,1.15
1647,7.9,1.06
1664,7.9,1.05
1682,7.9,1.03
1703,7.9,1.02
1718,7.9,1.01
1756,7.9,0.98
1774,7.9,0.97
1781,7.9,0.97
1792,7.9,0.96
1835,7.9,0.93
1891,7.9,0.91
1941,7.9,0.89
1966,7.9,0.87
1973,7.9,0.87
1995,7.9,0.86
2011,7.9,0.85
2019,7.9,0.84
2020,7.9,0.84
2060,7.9,0.82
2198,7.9,0.75
2215,7.9,0.75
2217,7.9,0.75
2225,7.9,0.74
2229,7.9,0.74
2276,7.9,0.72
2329,7.9,0.71
2432,7.9,0.66
2447,7.9,0.66
2457,7.9,0.66
2511,7.9,0.64
2583,7.9,0.62
2674,7.9,0.59
2718,7.9,0.58
2760,7.9,0.57
2761,7.9,0.57
2903,7.9,0.54
2926,7.9,0.53
2940,7.9,0.53
3015,7.9,0.52
3018,7.9,0.52
3020,7.9,0.52
3134,7.9,0.49
3180,7.9,0.48
3192,7.9,0.48
3227,7.9,0.47
3231,7.9,0.47
3280,7.9,0.46
3288,7.9,0.46
3306,7.9,0.46
3371,7.9,0.44
3456,7.9,0.43
3547,7.9,0.42
3565,7.9,0.41
3573,7.9,0.41
3667,7.9,0.4
3759,7.9,0.38
3837,7.9,0.37
3868,7.9,0.37
3880,7.9,0.37
3885,7.9,0.36
3901,7.9,0.36
3998,7.9,0.35
4032,7.9,0.34
4042,7.9,0.34
4110,7.9,0.33
4169,7.9,0.32
4171,7.9,0.32
4214,7.9,0.32
4226,7.9,0.32
4259,7.9,0.31
4263,7.9,0.31
4264,7.9,0.31
4329,7.9,0.3
4356,7.9,0.3
4481,7.9,0.29
4488,7.9,0.28
4513,7.9,0.28
4679,7.9,0.27
4748,7.9,0.26
4761,7.9,0.26
4796,7.9,0.26
4803,7.9,0.25
4844,7.9,0.25
4883,7.9,0.25
4891,7.9,0.25
4921,7.9,0.24
4935,7.9,0.24
4990,7.9,0.24
5007,7.9,0.24
5050,7.9,0.23
5129,7.9,0.23
5147,7.9,0.23
5192,7.9,0.22
5219,7.9,0.22
5232,7.9,0.22
5358,7.9,0.21
5361,7.9,0.21
5375,7.9,0.21
5379,7.9,0.21
5478,7.9,0.2
5505,7.9,0.2
5511,7.9,0.2
5522,7.9,0.2
5550,7.9,0.19
5573,7.9,0.19
5620,7.9,0.19
5785,7.9,0.18
5869,7.9,0.17
5900,7.9,0.17
5907,7.9,0.17
5920,7.9,0.17
5960,7.9,0.17
5995,7.9,0.17
6237,7.9,0.15
6332,7.9,0.15
6336,7.9,0.15
6377,7.9,0.14
6391,7.9,0.14
6396,7.9,0.14
6421,7.9,0.14
6473,7.9,0.14
6491,7.9,0.14
6829,7.9,0.12
6858,7.9,0.12
6920,7.9,0.12
6999,7.9,0.11
7188,7.9,0.11
7269,7.9,0.1
7307,7.9,0.1
7352,7.9,0.1
7510,7.9,0.09
7794,7.9,0.08
7826,7.9,0.08
7839,7.9,0.08
7989,7.9,0.08
8070,7.9,0.07
8155,7.9,0.07
8250,7.9,0.07
8303,7.9,0.07
8340,7.9,0.06
8358,7.9,0.06
8398,7.9,0.06
8422,7.9,0.06
8438,7.9,0.06
8447,7.9,0.06
8461,7.9,0.06
8526,7.9,0.06
8549,7.9,0.06
8646,7.9,0.06
8783,7.9,0.05
8875,7.9,0.05
8939,7.9,0.05
9128,7.9,0.04
9137,7.9,0.04
9224,7.9,0.04
9289,7.9,0.04
9313,7.9,0.03
9452,7.9,0.03
9456,7.9,0.03
9562,7.9,0.03
9578,7.9,0.03
9642,7.9,0.03
9664,7.9,0.03
9698,7.9,0.02
9729,7.9,0.02
9744,7.9,0.02
9750,7.9,0.02
9903,7.9,0.02
9920,7.9,0.02
9947,7.9,0.02
10005,7.9,0.02
10109,7.9,0.02
10134,7.9,0.01
10163,7.9,0.01
10282,7.9,0.01
10290,7.9,0.01
10292,7.9,0.01
10309,7.9,0.01
10313,7.9,0.01
0,8.0,82.53
3,8.0,32.77
103,8.0,7.2
161,8.0,5.49
200,8.0,5.08
202,8.0,5.07
204,8.0,5.03
213,8.0,4.91
306,8.0,3.95
307,8.0,3.94
330,8.0,3.76
360,8.0,3.58
389,8.0,3.42
414,8.0,3.27
431,8.0,3.18
437,8.0,3.14
447,8.0,3.1
460,8.0,3.05
580,8.0,2.63
591,8.0,2.58
606,8.0,2.54
611,8.0,2.52
628,8.0,2.47
638,8.0,2.43
722,8.0,2.23
723,8.0,2.23
885,8.0,1.94
899,8.0,1.92
967,8.0,1.81
970,8.0,1.8
1002,8.0,1.76
1005,8.0,1.75
1007,8.0,1.75
1065,8.0,1.66
1093,8.0,1.62
1103,8.0,1.6
1105,8.0,1.6
1127,8.0,1.57
1142,8.0,1.55
1152,8.0,1.54
1158,8.0,1.53
1171,8.0,1.51
1263,8.0,1.39
1272,8.0,1.38
1295,8.0,1.35
1296,8.0,1.35
1305,8.0,1.34
1337,8.0,1.31
1389,8.0,1.27
1398,8.0,1.25
1474,8.0,1.19
1499,8.0,1.17
1509,8.0,1.16
1538,8.0,1.13
1558,8.0,1.12
1573,8.0,1.1
1600,8.0,1.09
1636,8.0,1.06
1653,8.0,1.05
1655,8.0,1.05
1658,8.0,1.05
1716,8.0,1.01
1720,8.0,1.01
1726,8.0,1.01
1727,8.0,1.0
1741,8.0,0.99
1770,8.0,0.97
1808,8.0,0.95
1845,8.0,0.93
1854,8.0,0.93
1874,8.0,0.92
1921,8.0,0.89
2008,8.0,0.85
2062,8.0,0.82
2074,8.0,0.81
2120,8.0,0.79
2184,8.0,0.76
2186,8.0,0.76
2244,8.0,0.74
2251,8.0,0.73
2258,8.0,0.73
2313,8.0,0.71
2380,8.0,0.69
2390,8.0,0.68
2435,8.0,0.66
2462,8.0,0.66
2488,8.0,0.65
2495,8.0,0.64
2496,8.0,0.64
2527,8.0,0.63
2569,8.0,0.62
2576,8.0,0.62
2604,8.0,0.61
2675,8.0,0.59
2677,8.0,0.59
2705,8.0,0.58
2755,8.0,0.57
2757,8.0,0.57
2763,8.0,0.57
2789,8.0,0.57
2790,8.0,0.56
2792,8.0,0.56
2829,8.0,0.56
2883,8.0,0.54
2976,8.0,0.53
2977,8.0,0.52
2983,8.0,0.52
3014,8.0,0.52
3017,8.0,0.52
3119,8.0,0.49
3221,8.0,0.47
3229,8.0,0.47
